VariableName,Code,CodeCategory,CodeType,Description,CareSetting,MinimumGap,MaximumGap
Primary malignancy,C43.62,DX,10,"Malignant melanoma of left upper limb, including shoulder",NA,,
Primary malignancy,C43.70,DX,10,"Malignant melanoma of unspecified lower limb, including hip",NA,,
Primary malignancy,C43.71,DX,10,"Malignant melanoma of right lower limb, including hip",NA,,
Primary malignancy,C43.72,DX,10,"Malignant melanoma of left lower limb, including hip",NA,,
Primary malignancy,C43.8,DX,10,Malignant melanoma of overlapping sites of skin,NA,,
Primary malignancy,C43.9,DX,10,"Malignant melanoma of skin, unspecified",NA,,
Primary malignancy,C4A.0,DX,10,"Merkel cell carcinoma of lip",NA,,
Primary malignancy,C4A.10,DX,10,"Merkel cell carcinoma of unspecified eyelid, including canthus",NA,,
Primary malignancy,C4A.111,DX,10,"Merkel cell carcinoma of right upper eyelid, including canthus",NA,,
Primary malignancy,C4A.112,DX,10,"Merkel cell carcinoma of right lower eyelid, including canthus",NA,,
Primary malignancy,C4A.121,DX,10,"Merkel cell carcinoma of left upper eyelid, including canthus",NA,,
Primary malignancy,C4A.122,DX,10,"Merkel cell carcinoma of left lower eyelid, including canthus",NA,,
Primary malignancy,C4A.20,DX,10,"Merkel cell carcinoma of unspecified ear and external auricular canal",NA,,
Primary malignancy,C4A.21,DX,10,"Merkel cell carcinoma of right ear and external auricular canal",NA,,
Primary malignancy,C4A.22,DX,10,"Merkel cell carcinoma of left ear and external auricular canal",NA,,
Primary malignancy,C4A.30,DX,10,"Merkel cell carcinoma of unspecified part of face",NA,,
Primary malignancy,C4A.31,DX,10,"Merkel cell carcinoma of nose",NA,,
Primary malignancy,C4A.39,DX,10,"Merkel cell carcinoma of other parts of face",NA,,
Primary malignancy,C4A.4,DX,10,"Merkel cell carcinoma of scalp and neck",NA,,
Primary malignancy,C4A.51,DX,10,"Merkel cell carcinoma of anal skin",NA,,
Primary malignancy,C4A.52,DX,10,"Merkel cell carcinoma of skin of breast",NA,,
Primary malignancy,C4A.59,DX,10,"Merkel cell carcinoma of other part of trunk",NA,,
Primary malignancy,C4A.60,DX,10,"Merkel cell carcinoma of unspecified upper limb, including shoulder",NA,,
Primary malignancy,C4A.61,DX,10,"Merkel cell carcinoma of right upper limb, including shoulder",NA,,
Primary malignancy,C4A.62,DX,10,"Merkel cell carcinoma of left upper limb, including shoulder",NA,,
Primary malignancy,C4A.70,DX,10,"Merkel cell carcinoma of unspecified lower limb, including hip",NA,,
Primary malignancy,C4A.71,DX,10,"Merkel cell carcinoma of right lower limb, including hip",NA,,
Primary malignancy,C4A.72,DX,10,"Merkel cell carcinoma of left lower limb, including hip",NA,,
Primary malignancy,C4A.8,DX,10,"Merkel cell carcinoma of overlapping sites",NA,,
Primary malignancy,C4A.9,DX,10,"Merkel cell carcinoma, unspecified",NA,,
Primary malignancy,C45.0,DX,10,Mesothelioma of pleura,NA,,
Primary malignancy,C45.1,DX,10,Mesothelioma of peritoneum,NA,,
Primary malignancy,C45.2,DX,10,Mesothelioma of pericardium,NA,,
Primary malignancy,C45.7,DX,10,Mesothelioma of other sites,NA,,
Primary malignancy,C45.9,DX,10,"Mesothelioma, unspecified",NA,,
Primary malignancy,C46.1,DX,10,Kaposi's sarcoma of soft tissue,NA,,
Primary malignancy,C46.2,DX,10,Kaposi's sarcoma of palate,NA,,
Primary malignancy,C46.3,DX,10,Kaposi's sarcoma of lymph nodes,NA,,
Primary malignancy,C46.4,DX,10,Kaposi's sarcoma of gastrointestinal sites,NA,,
Primary malignancy,C46.50,DX,10,Kaposi's sarcoma of unspecified lung,NA,,
Primary malignancy,C46.51,DX,10,Kaposi's sarcoma of right lung,NA,,
Primary malignancy,C46.52,DX,10,Kaposi's sarcoma of left lung,NA,,
Primary malignancy,C46.7,DX,10,Kaposi's sarcoma of other sites,NA,,
Primary malignancy,C46.9,DX,10,"Kaposi's sarcoma, unspecified",NA,,
Primary malignancy,C47.0,DX,10,"Malignant neoplasm of peripheral nerves of head, face and neck",NA,,
Primary malignancy,C47.10,DX,10,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",NA,,
Primary malignancy,C47.11,DX,10,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",NA,,
Primary malignancy,C47.12,DX,10,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",NA,,
Primary malignancy,C47.20,DX,10,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",NA,,
Primary malignancy,C47.21,DX,10,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",NA,,
Primary malignancy,C47.22,DX,10,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",NA,,
Primary malignancy,C47.3,DX,10,Malignant neoplasm of peripheral nerves of thorax,NA,,
Primary malignancy,C47.4,DX,10,Malignant neoplasm of peripheral nerves of abdomen,NA,,
Primary malignancy,C47.5,DX,10,Malignant neoplasm of peripheral nerves of pelvis,NA,,
Primary malignancy,C47.6,DX,10,"Malignant neoplasm of peripheral nerves of trunk, unspecified",NA,,
Primary malignancy,C47.8,DX,10,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,NA,,
Primary malignancy,C47.9,DX,10,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",NA,,
Primary malignancy,C48.0,DX,10,Malignant neoplasm of retroperitoneum,NA,,
Primary malignancy,C48.1,DX,10,Malignant neoplasm of specified parts of peritoneum,NA,,
Primary malignancy,C48.2,DX,10,"Malignant neoplasm of peritoneum, unspecified",NA,,
Primary malignancy,C48.8,DX,10,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,NA,,
Primary malignancy,C49.0,DX,10,"Malignant neoplasm of connective and soft tissue of head, face and neck",NA,,
Primary malignancy,C49.10,DX,10,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",NA,,
Primary malignancy,C49.11,DX,10,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",NA,,
Primary malignancy,C49.12,DX,10,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",NA,,
Primary malignancy,C49.20,DX,10,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",NA,,
Primary malignancy,C49.21,DX,10,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",NA,,
Primary malignancy,C49.22,DX,10,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",NA,,
Primary malignancy,C49.3,DX,10,Malignant neoplasm of connective and soft tissue of thorax,NA,,
Primary malignancy,C49.4,DX,10,Malignant neoplasm of connective and soft tissue of abdomen,NA,,
Primary malignancy,C49.5,DX,10,Malignant neoplasm of connective and soft tissue of pelvis,NA,,
Primary malignancy,C49.6,DX,10,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",NA,,
Primary malignancy,C49.8,DX,10,Malignant neoplasm of overlapping sites of connective and soft tissue,NA,,
Primary malignancy,C49.9,DX,10,"Malignant neoplasm of connective and soft tissue, unspecified",NA,,
Primary malignancy,C49.A0,DX,10,"Gastrointestinal stromal tumor, unspecified site",NA,,
Primary malignancy,C49.A1,DX,10,Gastrointestinal stromal tumor of esophagus,NA,,
Primary malignancy,C49.A2,DX,10,Gastrointestinal stromal tumor of stomach,NA,,
Primary malignancy,C49.A3,DX,10,Gastrointestinal stromal tumor of small intestine,NA,,
Primary malignancy,C49.A4,DX,10,Gastrointestinal stromal tumor of large intestine,NA,,
Primary malignancy,C49.A5,DX,10,Gastrointestinal stromal tumor of rectum,NA,,
Primary malignancy,C49.A9,DX,10,Gastrointestinal stromal tumor of other sites,NA,,
Primary malignancy,C50.011,DX,10,"Malignant neoplasm of nipple and areola, right female breast",NA,,
Primary malignancy,C50.012,DX,10,"Malignant neoplasm of nipple and areola, left female breast",NA,,
Primary malignancy,C50.019,DX,10,"Malignant neoplasm of nipple and areola, unspecified female breast",NA,,
Primary malignancy,C50.021,DX,10,"Malignant neoplasm of nipple and areola, right male breast",NA,,
Primary malignancy,C50.022,DX,10,"Malignant neoplasm of nipple and areola, left male breast",NA,,
Primary malignancy,C50.029,DX,10,"Malignant neoplasm of nipple and areola, unspecified male breast",NA,,
Primary malignancy,C50.111,DX,10,Malignant neoplasm of central portion of right female breast,NA,,
Primary malignancy,C50.112,DX,10,Malignant neoplasm of central portion of left female breast,NA,,
Primary malignancy,C50.119,DX,10,Malignant neoplasm of central portion of unspecified female breast,NA,,
Primary malignancy,C50.121,DX,10,Malignant neoplasm of central portion of right male breast,NA,,
Primary malignancy,C50.122,DX,10,Malignant neoplasm of central portion of left male breast,NA,,
Primary malignancy,C50.129,DX,10,Malignant neoplasm of central portion of unspecified male breast,NA,,
Primary malignancy,C50.211,DX,10,Malignant neoplasm of upper-inner quadrant of right female breast,NA,,
Primary malignancy,C50.212,DX,10,Malignant neoplasm of upper-inner quadrant of left female breast,NA,,
Primary malignancy,C50.219,DX,10,Malignant neoplasm of upper-inner quadrant of unspecified female breast,NA,,
Primary malignancy,C50.221,DX,10,Malignant neoplasm of upper-inner quadrant of right male breast,NA,,
Primary malignancy,C50.222,DX,10,Malignant neoplasm of upper-inner quadrant of left male breast,NA,,
Primary malignancy,C50.229,DX,10,Malignant neoplasm of upper-inner quadrant of unspecified male breast,NA,,
Primary malignancy,C50.311,DX,10,Malignant neoplasm of lower-inner quadrant of right female breast,NA,,
Primary malignancy,C50.312,DX,10,Malignant neoplasm of lower-inner quadrant of left female breast,NA,,
Primary malignancy,C50.319,DX,10,Malignant neoplasm of lower-inner quadrant of unspecified female breast,NA,,
Primary malignancy,C50.321,DX,10,Malignant neoplasm of lower-inner quadrant of right male breast,NA,,
Primary malignancy,C50.322,DX,10,Malignant neoplasm of lower-inner quadrant of left male breast,NA,,
Primary malignancy,C50.329,DX,10,Malignant neoplasm of lower-inner quadrant of unspecified male breast,NA,,
Primary malignancy,C50.411,DX,10,Malignant neoplasm of upper-outer quadrant of right female breast,NA,,
Primary malignancy,C50.412,DX,10,Malignant neoplasm of upper-outer quadrant of left female breast,NA,,
Primary malignancy,C50.419,DX,10,Malignant neoplasm of upper-outer quadrant of unspecified female breast,NA,,
Primary malignancy,C50.421,DX,10,Malignant neoplasm of upper-outer quadrant of right male breast,NA,,
Primary malignancy,C50.422,DX,10,Malignant neoplasm of upper-outer quadrant of left male breast,NA,,
Primary malignancy,C50.429,DX,10,Malignant neoplasm of upper-outer quadrant of unspecified male breast,NA,,
Primary malignancy,C50.511,DX,10,Malignant neoplasm of lower-outer quadrant of right female breast,NA,,
Primary malignancy,C50.512,DX,10,Malignant neoplasm of lower-outer quadrant of left female breast,NA,,
Primary malignancy,C50.519,DX,10,Malignant neoplasm of lower-outer quadrant of unspecified female breast,NA,,
Primary malignancy,C50.521,DX,10,Malignant neoplasm of lower-outer quadrant of right male breast,NA,,
Primary malignancy,C50.522,DX,10,Malignant neoplasm of lower-outer quadrant of left male breast,NA,,
Primary malignancy,C50.529,DX,10,Malignant neoplasm of lower-outer quadrant of unspecified male breast,NA,,
Primary malignancy,C50.611,DX,10,Malignant neoplasm of axillary tail of right female breast,NA,,
Primary malignancy,C50.612,DX,10,Malignant neoplasm of axillary tail of left female breast,NA,,
Primary malignancy,C50.619,DX,10,Malignant neoplasm of axillary tail of unspecified female breast,NA,,
Primary malignancy,C50.621,DX,10,Malignant neoplasm of axillary tail of right male breast,NA,,
Primary malignancy,C50.622,DX,10,Malignant neoplasm of axillary tail of left male breast,NA,,
Primary malignancy,C50.629,DX,10,Malignant neoplasm of axillary tail of unspecified male breast,NA,,
Primary malignancy,C50.811,DX,10,Malignant neoplasm of overlapping sites of right female breast,NA,,
Primary malignancy,C50.812,DX,10,Malignant neoplasm of overlapping sites of left female breast,NA,,
Primary malignancy,C50.819,DX,10,Malignant neoplasm of overlapping sites of unspecified female breast,NA,,
Primary malignancy,C50.821,DX,10,Malignant neoplasm of overlapping sites of right male breast,NA,,
Primary malignancy,C50.822,DX,10,Malignant neoplasm of overlapping sites of left male breast,NA,,
Primary malignancy,C50.829,DX,10,Malignant neoplasm of overlapping sites of unspecified male breast,NA,,
Primary malignancy,C50.911,DX,10,Malignant neoplasm of unspecified site of right female breast,NA,,
Primary malignancy,C50.912,DX,10,Malignant neoplasm of unspecified site of left female breast,NA,,
Primary malignancy,C50.919,DX,10,Malignant neoplasm of unspecified site of unspecified female breast,NA,,
Primary malignancy,C50.921,DX,10,Malignant neoplasm of unspecified site of right male breast,NA,,
Primary malignancy,C50.922,DX,10,Malignant neoplasm of unspecified site of left male breast,NA,,
Primary malignancy,C50.929,DX,10,Malignant neoplasm of unspecified site of unspecified male breast,NA,,
Primary malignancy,C51.0,DX,10,Malignant neoplasm of labium majus,NA,,
Primary malignancy,C51.1,DX,10,Malignant neoplasm of labium minus,NA,,
Primary malignancy,C51.2,DX,10,Malignant neoplasm of clitoris,NA,,
Primary malignancy,C51.8,DX,10,Malignant neoplasm of overlapping sites of vulva,NA,,
Primary malignancy,C51.9,DX,10,"Malignant neoplasm of vulva, unspecified",NA,,
Primary malignancy,C52,DX,10,Malignant neoplasm of vagina,NA,,
Primary malignancy,C53.0,DX,10,Malignant neoplasm of endocervix,NA,,
Primary malignancy,C53.1,DX,10,Malignant neoplasm of exocervix,NA,,
Primary malignancy,C53.8,DX,10,Malignant neoplasm of overlapping sites of cervix uteri,NA,,
Primary malignancy,C53.9,DX,10,"Malignant neoplasm of cervix uteri, unspecified",NA,,
Primary malignancy,C54.0,DX,10,Malignant neoplasm of isthmus uteri,NA,,
Primary malignancy,C54.1,DX,10,Malignant neoplasm of endometrium,NA,,
Primary malignancy,C54.2,DX,10,Malignant neoplasm of myometrium,NA,,
Primary malignancy,C54.3,DX,10,Malignant neoplasm of fundus uteri,NA,,
Primary malignancy,C54.8,DX,10,Malignant neoplasm of overlapping sites of corpus uteri,NA,,
Primary malignancy,C54.9,DX,10,"Malignant neoplasm of corpus uteri, unspecified",NA,,
Primary malignancy,C55,DX,10,"Malignant neoplasm of uterus, part unspecified",NA,,
Primary malignancy,C56.1,DX,10,Malignant neoplasm of right ovary,NA,,
Primary malignancy,C56.2,DX,10,Malignant neoplasm of left ovary,NA,,
Primary malignancy,C56.9,DX,10,Malignant neoplasm of unspecified ovary,NA,,
Primary malignancy,C57.00,DX,10,Malignant neoplasm of unspecified fallopian tube,NA,,
Primary malignancy,C57.01,DX,10,Malignant neoplasm of right fallopian tube,NA,,
Primary malignancy,C57.02,DX,10,Malignant neoplasm of left fallopian tube,NA,,
Primary malignancy,C57.10,DX,10,Malignant neoplasm of unspecified broad ligament,NA,,
Primary malignancy,C57.11,DX,10,Malignant neoplasm of right broad ligament,NA,,
Primary malignancy,C57.12,DX,10,Malignant neoplasm of left broad ligament,NA,,
Primary malignancy,C57.20,DX,10,Malignant neoplasm of unspecified round ligament,NA,,
Primary malignancy,C57.21,DX,10,Malignant neoplasm of right round ligament,NA,,
Primary malignancy,C57.22,DX,10,Malignant neoplasm of left round ligament,NA,,
Primary malignancy,C57.3,DX,10,Malignant neoplasm of parametrium,NA,,
Primary malignancy,C57.4,DX,10,"Malignant neoplasm of uterine adnexa, unspecified",NA,,
Primary malignancy,C57.7,DX,10,Malignant neoplasm of other specified female genital organs,NA,,
Primary malignancy,C57.8,DX,10,Malignant neoplasm of overlapping sites of female genital organs,NA,,
Primary malignancy,C57.9,DX,10,"Malignant neoplasm of female genital organ, unspecified",NA,,
Primary malignancy,C58,DX,10,Malignant neoplasm of placenta,NA,,
Primary malignancy,C60.0,DX,10,Malignant neoplasm of prepuce,NA,,
Primary malignancy,C60.1,DX,10,Malignant neoplasm of glans penis,NA,,
Primary malignancy,C60.2,DX,10,Malignant neoplasm of body of penis,NA,,
Primary malignancy,C60.8,DX,10,Malignant neoplasm of overlapping sites of penis,NA,,
Primary malignancy,C60.9,DX,10,"Malignant neoplasm of penis, unspecified",NA,,
Primary malignancy,C61,DX,10,Malignant neoplasm of prostate,NA,,
Primary malignancy,C62.00,DX,10,Malignant neoplasm of unspecified undescended testis,NA,,
Primary malignancy,C62.01,DX,10,Malignant neoplasm of undescended right testis,NA,,
Primary malignancy,C62.02,DX,10,Malignant neoplasm of undescended left testis,NA,,
Primary malignancy,C62.10,DX,10,Malignant neoplasm of unspecified descended testis,NA,,
Primary malignancy,C62.11,DX,10,Malignant neoplasm of descended right testis,NA,,
Primary malignancy,C62.12,DX,10,Malignant neoplasm of descended left testis,NA,,
Primary malignancy,C62.90,DX,10,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",NA,,
Primary malignancy,C62.91,DX,10,"Malignant neoplasm of right testis, unspecified whether descended or undescended",NA,,
Primary malignancy,C62.92,DX,10,"Malignant neoplasm of left testis, unspecified whether descended or undescended",NA,,
Primary malignancy,C63.00,DX,10,Malignant neoplasm of unspecified epididymis,NA,,
Primary malignancy,C63.01,DX,10,Malignant neoplasm of right epididymis,NA,,
Primary malignancy,C63.02,DX,10,Malignant neoplasm of left epididymis,NA,,
Primary malignancy,C63.10,DX,10,Malignant neoplasm of unspecified spermatic cord,NA,,
Primary malignancy,C63.11,DX,10,Malignant neoplasm of right spermatic cord,NA,,
Primary malignancy,C63.12,DX,10,Malignant neoplasm of left spermatic cord,NA,,
Primary malignancy,C63.2,DX,10,Malignant neoplasm of scrotum,NA,,
Primary malignancy,C63.7,DX,10,Malignant neoplasm of other specified male genital organs,NA,,
Primary malignancy,C63.8,DX,10,Malignant neoplasm of overlapping sites of male genital organs,NA,,
Primary malignancy,C63.9,DX,10,"Malignant neoplasm of male genital organ, unspecified",NA,,
Primary malignancy,C64.1,DX,10,"Malignant neoplasm of right kidney, except renal pelvis",NA,,
Primary malignancy,C64.2,DX,10,"Malignant neoplasm of left kidney, except renal pelvis",NA,,
Primary malignancy,C64.9,DX,10,"Malignant neoplasm of unspecified kidney, except renal pelvis",NA,,
Primary malignancy,C65.1,DX,10,Malignant neoplasm of right renal pelvis,NA,,
Primary malignancy,C65.2,DX,10,Malignant neoplasm of left renal pelvis,NA,,
Primary malignancy,C65.9,DX,10,Malignant neoplasm of unspecified renal pelvis,NA,,
Primary malignancy,C66.1,DX,10,Malignant neoplasm of right ureter,NA,,
Primary malignancy,C66.2,DX,10,Malignant neoplasm of left ureter,NA,,
Primary malignancy,C66.9,DX,10,Malignant neoplasm of unspecified ureter,NA,,
Primary malignancy,C67.0,DX,10,Malignant neoplasm of trigone of bladder,NA,,
Primary malignancy,C67.1,DX,10,Malignant neoplasm of dome of bladder,NA,,
Primary malignancy,C67.2,DX,10,Malignant neoplasm of lateral wall of bladder,NA,,
Primary malignancy,C67.3,DX,10,Malignant neoplasm of anterior wall of bladder,NA,,
Primary malignancy,C67.4,DX,10,Malignant neoplasm of posterior wall of bladder,NA,,
Primary malignancy,C67.5,DX,10,Malignant neoplasm of bladder neck,NA,,
Primary malignancy,C67.6,DX,10,Malignant neoplasm of ureteric orifice,NA,,
Primary malignancy,C67.7,DX,10,Malignant neoplasm of urachus,NA,,
Primary malignancy,C67.8,DX,10,Malignant neoplasm of overlapping sites of bladder,NA,,
Primary malignancy,C67.9,DX,10,"Malignant neoplasm of bladder, unspecified",NA,,
Primary malignancy,C68.0,DX,10,Malignant neoplasm of urethra,NA,,
Primary malignancy,C68.1,DX,10,Malignant neoplasm of paraurethral glands,NA,,
Primary malignancy,C68.8,DX,10,Malignant neoplasm of overlapping sites of urinary organs,NA,,
Primary malignancy,C68.9,DX,10,"Malignant neoplasm of urinary organ, unspecified",NA,,
Primary malignancy,C69.00,DX,10,Malignant neoplasm of unspecified conjunctiva,NA,,
Primary malignancy,C69.01,DX,10,Malignant neoplasm of right conjunctiva,NA,,
Primary malignancy,C69.02,DX,10,Malignant neoplasm of left conjunctiva,NA,,
Primary malignancy,C69.10,DX,10,Malignant neoplasm of unspecified cornea,NA,,
Primary malignancy,C69.11,DX,10,Malignant neoplasm of right cornea,NA,,
Primary malignancy,C69.12,DX,10,Malignant neoplasm of left cornea,NA,,
Primary malignancy,C69.20,DX,10,Malignant neoplasm of unspecified retina,NA,,
Primary malignancy,C69.21,DX,10,Malignant neoplasm of right retina,NA,,
Primary malignancy,C69.22,DX,10,Malignant neoplasm of left retina,NA,,
Primary malignancy,C69.30,DX,10,Malignant neoplasm of unspecified choroid,NA,,
Primary malignancy,C69.31,DX,10,Malignant neoplasm of right choroid,NA,,
Primary malignancy,C69.32,DX,10,Malignant neoplasm of left choroid,NA,,
Primary malignancy,C69.40,DX,10,Malignant neoplasm of unspecified ciliary body,NA,,
Primary malignancy,C69.41,DX,10,Malignant neoplasm of right ciliary body,NA,,
Primary malignancy,C69.42,DX,10,Malignant neoplasm of left ciliary body,NA,,
Primary malignancy,C69.50,DX,10,Malignant neoplasm of unspecified lacrimal gland and duct,NA,,
Primary malignancy,C69.51,DX,10,Malignant neoplasm of right lacrimal gland and duct,NA,,
Primary malignancy,C69.52,DX,10,Malignant neoplasm of left lacrimal gland and duct,NA,,
Primary malignancy,C69.60,DX,10,Malignant neoplasm of unspecified orbit,NA,,
Primary malignancy,C69.61,DX,10,Malignant neoplasm of right orbit,NA,,
Primary malignancy,C69.62,DX,10,Malignant neoplasm of left orbit,NA,,
Primary malignancy,C69.80,DX,10,Malignant neoplasm of overlapping sites of unspecified eye and adnexa,NA,,
Primary malignancy,C69.81,DX,10,Malignant neoplasm of overlapping sites of right eye and adnexa,NA,,
Primary malignancy,C69.82,DX,10,Malignant neoplasm of overlapping sites of left eye and adnexa,NA,,
Primary malignancy,C69.90,DX,10,Malignant neoplasm of unspecified site of unspecified eye,NA,,
Primary malignancy,C69.91,DX,10,Malignant neoplasm of unspecified site of right eye,NA,,
Primary malignancy,C69.92,DX,10,Malignant neoplasm of unspecified site of left eye,NA,,
Primary malignancy,C70.0,DX,10,Malignant neoplasm of cerebral meninges,NA,,
Primary malignancy,C70.1,DX,10,Malignant neoplasm of spinal meninges,NA,,
Primary malignancy,C70.9,DX,10,"Malignant neoplasm of meninges, unspecified",NA,,
Primary malignancy,C71.0,DX,10,"Malignant neoplasm of cerebrum, except lobes and ventricles",NA,,
Primary malignancy,C71.1,DX,10,Malignant neoplasm of frontal lobe,NA,,
Primary malignancy,C71.2,DX,10,Malignant neoplasm of temporal lobe,NA,,
Primary malignancy,C71.3,DX,10,Malignant neoplasm of parietal lobe,NA,,
Primary malignancy,C71.4,DX,10,Malignant neoplasm of occipital lobe,NA,,
Primary malignancy,C71.5,DX,10,Malignant neoplasm of cerebral ventricle,NA,,
Primary malignancy,C71.6,DX,10,Malignant neoplasm of cerebellum,NA,,
Primary malignancy,C71.7,DX,10,Malignant neoplasm of brain stem,NA,,
Primary malignancy,C71.8,DX,10,Malignant neoplasm of overlapping sites of brain,NA,,
Primary malignancy,C71.9,DX,10,"Malignant neoplasm of brain, unspecified",NA,,
Primary malignancy,C72.0,DX,10,Malignant neoplasm of spinal cord,NA,,
Primary malignancy,C72.1,DX,10,Malignant neoplasm of cauda equina,NA,,
Primary malignancy,C72.20,DX,10,Malignant neoplasm of unspecified olfactory nerve,NA,,
Primary malignancy,C72.21,DX,10,Malignant neoplasm of right olfactory nerve,NA,,
Primary malignancy,C72.22,DX,10,Malignant neoplasm of left olfactory nerve,NA,,
Primary malignancy,C72.30,DX,10,Malignant neoplasm of unspecified optic nerve,NA,,
Primary malignancy,C72.31,DX,10,Malignant neoplasm of right optic nerve,NA,,
Primary malignancy,C72.32,DX,10,Malignant neoplasm of left optic nerve,NA,,
Primary malignancy,C72.40,DX,10,Malignant neoplasm of unspecified acoustic nerve,NA,,
Primary malignancy,C72.41,DX,10,Malignant neoplasm of right acoustic nerve,NA,,
Primary malignancy,C72.42,DX,10,Malignant neoplasm of left acoustic nerve,NA,,
Primary malignancy,C72.50,DX,10,Malignant neoplasm of unspecified cranial nerve,NA,,
Primary malignancy,C72.59,DX,10,Malignant neoplasm of other cranial nerves,NA,,
Primary malignancy,C72.9,DX,10,"Malignant neoplasm of central nervous system, unspecified",NA,,
Primary malignancy,C73,DX,10,Malignant neoplasm of thyroid gland,NA,,
Primary malignancy,C74.00,DX,10,Malignant neoplasm of cortex of unspecified adrenal gland,NA,,
Primary malignancy,C74.01,DX,10,Malignant neoplasm of cortex of right adrenal gland,NA,,
Primary malignancy,C74.02,DX,10,Malignant neoplasm of cortex of left adrenal gland,NA,,
Primary malignancy,C74.10,DX,10,Malignant neoplasm of medulla of unspecified adrenal gland,NA,,
Primary malignancy,C74.11,DX,10,Malignant neoplasm of medulla of right adrenal gland,NA,,
Primary malignancy,C74.12,DX,10,Malignant neoplasm of medulla of left adrenal gland,NA,,
Primary malignancy,C74.90,DX,10,Malignant neoplasm of unspecified part of unspecified adrenal gland,NA,,
Primary malignancy,C74.91,DX,10,Malignant neoplasm of unspecified part of right adrenal gland,NA,,
Primary malignancy,C74.92,DX,10,Malignant neoplasm of unspecified part of left adrenal gland,NA,,
Primary malignancy,C75.0,DX,10,Malignant neoplasm of parathyroid gland,NA,,
Primary malignancy,C75.1,DX,10,Malignant neoplasm of pituitary gland,NA,,
Primary malignancy,C75.2,DX,10,Malignant neoplasm of craniopharyngeal duct,NA,,
Primary malignancy,C75.3,DX,10,Malignant neoplasm of pineal gland,NA,,
Primary malignancy,C75.4,DX,10,Malignant neoplasm of carotid body,NA,,
Primary malignancy,C75.5,DX,10,Malignant neoplasm of aortic body and other paraganglia,NA,,
Primary malignancy,C75.8,DX,10,"Malignant neoplasm with pluriglandular involvement, unspecified",NA,,
Primary malignancy,C75.9,DX,10,"Malignant neoplasm of endocrine gland, unspecified",NA,,
Primary malignancy,C76.0,DX,10,"Malignant neoplasm of head, face and neck",NA,,
Primary malignancy,C76.1,DX,10,Malignant neoplasm of thorax,NA,,
Primary malignancy,C76.2,DX,10,Malignant neoplasm of abdomen,NA,,
Primary malignancy,C76.3,DX,10,Malignant neoplasm of pelvis,NA,,
Primary malignancy,C76.40,DX,10,Malignant neoplasm of unspecified upper limb,NA,,
Primary malignancy,C76.41,DX,10,Malignant neoplasm of right upper limb,NA,,
Primary malignancy,C76.42,DX,10,Malignant neoplasm of left upper limb,NA,,
Primary malignancy,C76.50,DX,10,Malignant neoplasm of unspecified lower limb,NA,,
Primary malignancy,C76.51,DX,10,Malignant neoplasm of right lower limb,NA,,
Primary malignancy,C76.52,DX,10,Malignant neoplasm of left lower limb,NA,,
Primary malignancy,C76.8,DX,10,Malignant neoplasm of other specified ill-defined sites,NA,,
Metastasis,C77.0,DX,10,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck",NA,,
Metastasis,C77.1,DX,10,"Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes",NA,,
Metastasis,C77.2,DX,10,"Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes",NA,,
Metastasis,C77.3,DX,10,"Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes",NA,,
Metastasis,C77.4,DX,10,"Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes",NA,,
Metastasis,C77.5,DX,10,"Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes",NA,,
Metastasis,C77.8,DX,10,"Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions",NA,,
Metastasis,C77.9,DX,10,"Secondary and unspecified malignant neoplasm of lymph node, unspecified",NA,,
Metastasis,C78.00,DX,10,"Secondary malignant neoplasm of unspecified lung",NA,,
Metastasis,C78.01,DX,10,"Secondary malignant neoplasm of right lung",NA,,
Metastasis,C78.02,DX,10,"Secondary malignant neoplasm of left lung",NA,,
Metastasis,C78.1,DX,10,"Secondary malignant neoplasm of mediastinum",NA,,
Metastasis,C78.2,DX,10,"Secondary malignant neoplasm of pleura",NA,,
Metastasis,C78.30,DX,10,"Secondary malignant neoplasm of unspecified respiratory organ",NA,,
